split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.0606310045763771,0.34865727210887776,0.11796695083159396,0.26357869052555005,0.6228250090995532
test,358,0.06538339703272661,0.35472265991544677,0.12292998051679405,0.2674424882769234,0.6251220926226184
