split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.5200015540252478,0.6685071242597973,0.5502788174420608,0.6518883943695578,0.7947156697176816
test,358,0.5482589902781,0.6913460936912851,0.5788656496892854,0.6740552334591026,0.8059157582634654
