split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.09356923502723788,0.3707958755509235,0.17884569220604382,0.34429850991170236,0.6490712560964434
test,358,0.10677589598507609,0.3787265896578074,0.18115118639408417,0.35192116750253855,0.6524201927904311
