split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.08873923557380264,0.3998278799675784,0.16023213594032962,0.300306741133381,0.6490100394473987
test,358,0.09234688994346717,0.408131799711574,0.16544764242643178,0.3069639350343857,0.6519569817868025
