split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.126129730872185,0.43609181928584373,0.19762424162941591,0.35242543105519936,0.6763213879606697
test,358,0.12434296454288228,0.43898827411957475,0.20286752548594358,0.3515898261305863,0.6796061110230132
