split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.01207208562759948,0.19813743187133387,0.044139381529302316,0.13490545068896473,0.5331980485594674
test,358,0.013679286149070713,0.2024463371681593,0.04522629944590259,0.1393551952207056,0.5326423874780453
