split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.17439883506560994,0.508691069930705,0.2450549758767679,0.33610968456272244,0.7014942992939038
test,358,0.18107628677699783,0.5199961469709712,0.2535854708029819,0.34798930922232674,0.7049071152782973
