split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.0994901586738469,0.409457898340275,0.1760329301341572,0.31797812640765405,0.659291599573714
test,358,0.0930249468884975,0.4018777004540964,0.16398425080440518,0.30283188208770345,0.6480248690317463
