split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.09598662531180385,0.404135692211481,0.16967587816387084,0.31212308939235683,0.6546448810716693
test,358,0.09905995339762054,0.40756677615230724,0.1675017590123541,0.3090229404148544,0.652704632815036
