split,domain,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,environment,22,0.0673182285853518,0.3678926118890386,0.14529594940932994,0.262142953376975,0.618538577448238
val,finance,34,0.051745485183147866,0.34320391304779774,0.12247321332381811,0.24587329269316402,0.618525496300529
val,healthcare,43,0.03596935693473012,0.30286674637706545,0.08450581341859675,0.19606130126616733,0.6173436447631481
val,demographics,35,0.07857029169629824,0.3917749658569947,0.14415625634003243,0.28345369008502974,0.6181061114583697
val,work_experience,52,0.07743524326128587,0.3639405227513543,0.13481917693414414,0.26912281218722556,0.6172563158548795
val,education,43,0.08078582207384628,0.3890640152195068,0.14816565108804994,0.3022896844596286,0.6165145150450773
val,social_issues,28,0.0511028831444605,0.35035347327816047,0.1281451484716918,0.23878562079418456,0.6177869439125061
val,lifestyle,31,0.035243767409409925,0.3221494752587271,0.10736311246805215,0.24769053489524903,0.6179141133062301
val,technology,29,0.04889359513887736,0.3271343983435974,0.1063496669109247,0.23452678061684093,0.6167961050724161
val,consumer_preferences,39,0.06472221114256194,0.35176109050017207,0.13215236730619578,0.25023213688494816,0.6164859594442905
test,demographics,43,0.06834678900317166,0.38798606538071945,0.13555314461274046,0.2749936691627064,0.617263347603554
test,finance,36,0.05115322424320689,0.3692720906276814,0.14154555101853405,0.2515546747681092,0.6186627414491441
test,healthcare,39,0.03348960605374861,0.2983409172933834,0.07897245945712542,0.18972437071665396,0.6168353374187763
test,consumer_preferences,29,0.03213499507469561,0.3269931933510036,0.08326482425096413,0.22539575269605433,0.6170488554855873
test,environment,31,0.08638254514721053,0.38737202323218706,0.16385179582297565,0.27298020992929134,0.6179072472356981
test,education,46,0.06246986866214072,0.3840155731313181,0.14066805658482825,0.27421679180351977,0.6184153479078541
test,work_experience,39,0.08288212568716079,0.3712067756567229,0.13853347716353565,0.26962216855948934,0.6159918002593212
test,lifestyle,24,0.06047221220441013,0.35839462786100545,0.12888610445119822,0.26888899859469545,0.6174167444308599
test,social_issues,35,0.041708096098039354,0.3229638890569198,0.09587858310378874,0.22520497430928038,0.6172814675739833
test,technology,36,0.05199304269181672,0.34085797628056175,0.12189116185942418,0.2398399665506827,0.6175762348704867
