split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.06040149183358095,0.3515582452477019,0.12521332189705886,0.25392114786284625,0.6174383993898884
test,358,0.057500500687760026,0.3559265422407701,0.12348902654277595,0.24965864726060194,0.6174488440572217
