split,n_examples,bleu,rouge1,rouge2,rougeL,bertscore_f1
val,356,0.08647578884594091,0.3784428165998877,0.14918426238279378,0.303526985226159,0.6477316189348028
test,358,0.08996454654331949,0.39059160914480023,0.1588381134732167,0.31278348446108306,0.6560581885902576
